Timestamp,AccX,AccY,AccZ
775497348,1498,-2265,15500
775499256,1092,-886,12987
775501160,528,-1196,13749
775503064,1818,174,19271
775504948,183,654,14536
775506820,844,388,15507
775508704,-326,780,17127
775510584,76,1584,17280
775512488,-1040,1100,15720
775514396,1649,429,16803
775516288,-285,-2149,18331
775518192,-701,-2411,16931
775520112,-2596,-2352,15660
775522024,139,-1917,14356
775523900,2989,-2,16664
775525808,2468,1728,12356
775527724,-2959,1465,16316
775529624,-185,779,14288
775531504,400,828,14428
775533400,-456,1070,11600
775535316,1344,1446,17224
775537204,-994,710,21204
775539104,-770,-1130,16315
775541016,-767,-3427,12265
775542940,1424,-2582,15772
775544852,-1942,-858,17164
775546748,1786,922,18371
775548660,1235,1631,14693
775550572,2725,2053,12767
775552460,-434,821,16864
775554348,-807,-641,12003
775556256,-2051,-629,16771
775558156,702,312,13664
775560036,893,-727,20659
775561940,1516,-2022,12428
775563852,-824,-3566,14588
775565760,-688,-3302,14743
775567668,-350,-1322,17957
775569596,1395,2251,12379
775571504,1276,2833,12971
775573408,-2330,2208,17464
775575316,-1401,575,17375
775577216,-2437,-737,17775
775579116,513,-632,14871
775581000,-904,-824,17280
775582896,1199,33,18319
775584792,-1479,-445,18663
775586704,2673,-2055,11578
775588624,2336,-1338,16531
775590532,1678,386,15472
775592440,1255,2167,17723
775594356,1103,2969,10911
775596268,2456,1650,13927
775598180,1505,1139,12468
775600088,-3110,-1128,21452
775602016,-1411,-2043,16372
775603912,-6,-2502,19015
775605820,1294,-1956,14632
775607724,597,-1736,15241
775609616,-52,-2048,15976
775611516,-236,-1314,18963
775613416,1552,-244,11340
775615324,3078,1310,14712
775617228,738,2905,16822
775619116,-142,2584,16503
775621004,-3618,64,16488
775622908,-167,-1903,12898
775624832,-1725,-2543,19279
775626760,-2117,-1113,17563
775628672,-1933,-229,18199
775630584,2679,279,15163
775632476,2775,-105,16807
775634376,2041,324,11156
775636280,-1348,1184,18179
775638208,-1025,2691,16782
775640124,2768,3758,13472
775642020,416,1540,11956
775643912,-2316,-125,15768
775645832,-2483,-2337,20397
775647760,-4812,-3716,20839
775649692,-2170,-2188,18695
775651608,4697,-857,14103
775653508,1048,-324,17452
775655396,1623,133,14775
775657284,797,-623,19576
775659192,3488,1042,16121
775661104,1250,2186,13451
775663020,1426,2070,15003
775664924,-1501,245,16696
775666824,-272,-952,14444
775668732,-1682,-3568,19780
775670652,-242,-2836,14151
775672564,-329,-1191,18264
775674464,-737,865,16644
775676372,1320,1978,18052
775678284,2172,2088,15267
775680188,1347,537,14003
775682072,-835,687,14804
775683972,-1530,1862,17243
775685876,170,1954,15789
775687768,2568,811,12423
775689668,-455,-1116,15772
775691588,-1040,-2804,16555
775693520,-4394,-3640,16859
775695432,-731,-2933,15516
775697344,3336,-229,18068
775699252,3019,2087,17347
775701152,616,1762,19446
775703032,617,523,14535
775704928,1026,-140,13560
775706836,1475,492,15156
775708744,-2019,1213,16724
775710644,-4020,-52,18819
775712548,-661,-1663,17372
775714460,-462,-3316,16867
775716372,-140,-2655,16224
775718280,-1197,-603,19335
775720180,38,1614,20373
775722084,2218,2890,12428
775723992,5005,2487,14328
775725892,486,1122,15919
775727776,-595,843,14167
775729688,-2606,1108,12668
775731580,510,926,14996
775733496,-3050,-1633,17061
775735412,259,-2308,16716
775737324,-3017,-2499,19483
775739252,1633,-2387,13732
775741160,602,-1704,16396
775743056,6005,531,14667
775744960,2513,1033,16359
775746860,854,1654,17020
775748760,-266,1160,16363
775750652,-1474,174,13252
775752556,-1231,-592,15336
775754484,-1049,-1137,17736
775756412,-4221,-2007,20415
775758344,-3788,-1148,18163
775760252,359,-388,18456
775762140,665,-741,15504
775764028,568,610,18455
775765916,117,1563,15658
775767820,2495,2595,15764
775769728,3297,2897,10028
775771636,3694,1485,16643
775773548,-2278,-618,14360
775775472,-1644,-1122,13968
775777400,-4482,-1744,15971
775779308,669,-1776,15533
775781208,893,-1725,16451
775783084,71,-771,20533
775784980,-582,-1028,21523
775786888,3024,224,14236
775788788,3556,491,14306
775790692,1127,1183,14023
775792576,456,780,19891
775794472,1364,198,15132
775796364,1726,-540,12480
775798264,-146,-2628,13144
775800184,-2053,-2737,14928
775802120,-3904,-2222,15875
775804024,-1884,-74,15820
775805924,1659,1421,16447
775807836,2661,1687,16411
775809720,-248,548,17365
775811624,1869,301,17299
775813504,457,663,16631
775815412,2542,2210,11460
775817300,-412,987,15075
775819212,-2060,-1126,15040
775821140,-4910,-3092,17463
775823068,-3460,-3182,14659
775824984,260,-1137,15923
775826888,1700,118,17820
775828792,2589,1893,20612
775830704,-302,1270,16439
775832600,2376,728,16380
775834480,977,-307,14200
775836348,221,-13,14957
775838228,219,449,16331
775840120,2097,361,15812
775842036,-3342,-1678,16043
775843948,-489,-3145,13175
775845868,-3770,-2784,18951
775847796,-1898,-1204,16548
775849724,-1166,1220,23803
775851640,3509,2920,14271
775853548,3182,1565,16524
775855448,2690,702,12246
775857364,-1761,-1003,17267
775859272,-469,-131,13356
775861172,3685,102,13432
775863056,567,-113,17111
775864956,-1713,-833,18075
775866880,-2205,-2621,20051
775868796,-131,-1195,15684
775870704,2283,861,15600
775872616,2812,2042,18131
775874504,203,2635,17564
775876412,2521,2361,19016
775878308,1870,284,14883
775880216,2500,-1626,14334
775882140,-1692,-1306,17975
775884068,-1391,-1611,16407
775886000,-2868,-1958,16127
775887924,1440,-1465,13630
775889840,-3729,-1683,20091
775891744,106,-276,15707
775893640,-2050,712,19559
775895552,1923,1873,15960
775897464,5517,2697,19636
775899384,4119,1675,15623
775901296,1401,-1435,13767
775903200,-171,-2807,15079
775905120,-1229,-2442,14652
775907048,1615,-129,14396
775908944,1057,305,14379
775910852,-2995,-1045,19591
775912772,-1891,-693,17736
775914672,889,208,18907
775916564,284,1834,17157
775918464,1112,2890,16080
775920376,2249,2563,19083
775922268,245,810,17579
775924180,2065,-1019,12120
775926104,-1103,-3477,14810
775928012,44,-3254,13180
775929920,-1674,-1828,16368
775931828,587,-866,13736
775933720,-2849,217,17235
775935620,1547,847,16044
775937508,-338,124,20352
775939404,-720,1486,18145
775941320,1669,1677,18000
775943232,4897,1811,14124
775945136,2366,454,13224
775947032,-277,-2783,15943
775948940,-870,-4196,19285
775950860,-3461,-1971,11557
775952748,818,72,13960
775954640,655,1285,16584
775956544,1816,2078,19164
775958444,-2047,795,16560
775960356,2132,1014,14283
775962268,1723,1921,13491
775964176,1459,2483,18139
775966080,-311,1241,20635
775967976,1426,18,13976
775969872,-431,-3811,16963
775971792,1078,-4004,11956
775973716,-4575,-3861,19584
775975628,-3103,-555,16767
775977548,1328,1057,17550
775979464,1616,1534,17307
775981352,544,862,20375
775983236,724,476,16680
775985116,-395,341,20580
775987024,-1288,1376,15900
775988932,4442,412,16052
775990824,165,-1645,14240
775992724,601,-2831,13891
775994648,-1759,-2635,15535
775996560,-667,-330,14200
775998444,-91,1773,14168
776000348,2001,2177,13499
776002248,-538,2394,20716
776004148,391,1691,13663
776006044,118,1066,20706
776007948,2941,1627,14282
776009848,2296,402,19283
776011736,1441,-889,14567
776013648,-1486,-2464,17092
776015572,1049,-2638,16367
776017496,-1461,-2593,16551
776019412,-374,-1536,14631
776021320,-2540,744,17179
776023228,-462,2015,17491
776025136,1170,2452,15915
776027036,2030,1352,13412
776028940,1910,156,18319
776030836,-1569,-897,17952
776032736,666,-587,16783
776034632,632,-1602,14040
776036548,4002,-2136,10835
776038472,-1223,-1859,14181
776040400,-1601,-1345,17656
776042300,-1658,92,17083
776044196,-142,2420,15400
776046100,-278,3572,12904
776048008,1466,3094,18316
776049928,-1507,1188,19123
776051828,787,152,18956
776053720,2370,-600,15775
776055620,697,-1841,15971
776057532,1234,-2214,18175
776059420,71,-743,17995
776061316,1123,-339,16498
776063224,1278,-964,15695
776065104,-528,-70,19524
776067004,-3370,460,16801
776068912,1446,1907,15987
776070820,2256,1402,18736
776072720,241,1101,15859
776074620,-528,-1106,17464
776076532,-944,-3374,15839
776078460,-2704,-2836,15460
776080380,3233,-1301,11931
776082268,-73,-733,17972
776084160,2869,623,14945
776086056,-1637,507,15424
776087956,-639,1367,12611
776089872,-3618,1740,16653
776091788,2484,2530,13060
776093684,861,2339,21063
776095564,1905,-73,17255
776097464,-961,-2555,18979
776099384,1468,-2806,14475
776101280,-39,-2267,13552
776103184,-650,-2316,16292
776105084,949,801,17963
776106976,-127,1649,13600
776108876,1330,664,15739
776110764,-856,-170,18460
776112668,-1830,-134,20012
776114576,-3261,881,16086
776116480,3942,936,12643
776118372,1226,-796,17960
776120256,-64,-2964,15960
776122168,-2917,-3801,19104
776124096,-1517,-1609,13547
776126000,1666,-56,14868
776127900,4635,2175,10236
776129812,-1379,2453,16607
776131700,-1,1233,14968
776133580,106,-140,17396
776135460,-188,760,14507
776137352,723,1009,15271
776139236,707,-137,19039
776141120,-682,-696,18183
776143040,-1368,-3136,14817
776144964,2831,-2577,13888
776146876,-763,-1533,15400
776148788,1497,-249,17818
776150704,2067,1965,18083
776152616,2588,2860,14396
776154508,411,840,14128
776156396,-235,-597,16347
776158300,-666,-1256,16730
776160192,468,-676,13566
776162088,-365,-1115,18436
776164008,3504,-1237,17847
776165928,588,-2260,19996
776167832,-938,-2738,13388
776169748,-297,-2031,15672
776171660,-604,1696,16132
776173564,1378,3260,17683
776175448,72,2376,18240
776177340,-1588,426,17587
776179252,-1162,-1754,16627
776181172,-946,-1270,13004
776183072,252,-750,20155
776184964,2296,-166,16879
776186844,-41,-1005,15699
776188756,1219,-1709,15767
776190676,1244,-1335,11913
776192580,985,-411,14147
776194472,127,1251,15892
776196372,1310,2704,16816
776198276,-274,2244,15115
776200168,1099,971,12308
776202076,-3151,-1215,16708
776204004,-3119,-2383,15728
776205916,-977,-3039,22071
776207824,2897,-781,16816
776209724,293,-1028,17920
776211612,212,50,16661
776213484,614,-988,19247
776215368,-331,-271,13218
776217268,3786,1442,9365
776219164,642,2285,17597
776221056,892,3370,17604
776222956,-2559,645,18620
776224848,-95,-2157,13354
776226760,-3386,-3324,15126
776228688,-1435,-1027,17932
776230600,-1680,480,19215
776232504,3923,461,15202
776234396,2554,372,15004
776236276,3396,-8,11876
776238156,14,1002,12252
776240052,-956,1724,13968
776241960,-1725,1731,17328
776243864,719,2551,12591
776245760,922,-1158,15103
776247676,-1840,-4018,13372
776249608,-3888,-4224,21167
776251536,-4005,-2663,15332
776253448,2917,-245,17323
776255336,3690,691,17772
776257240,1419,1823,17151
776259132,728,356,17608
776261020,2884,422,16223
776262912,418,-134,15471
776264812,2409,1969,16348
776266708,-2615,796,15359
776268616,-1234,-942,15812
776270540,-3358,-3194,16544
776272468,-1326,-2858,18744
776274372,-441,-979,19240
776276288,3221,1211,17255
776278192,711,2789,17655
776280096,4073,2293,10501
776281992,4055,869,15317
776283876,-417,928,14320
776285776,-3509,1043,15947
776287688,-339,1077,16405
776289596,1778,1082,14029
776291508,-516,-1174,15396
776293424,-287,-3341,16495
776295344,-5637,-4303,18911
776297264,-891,-2037,17840
776299148,-22,424,16416
776301052,5312,1635,16364
776302952,357,1087,17580
776304848,1396,736,18699
776306728,824,-524,16923
776308604,-359,-631,14580
776310504,-1684,-610,17457
776312404,-891,-924,14220
776314316,-2405,-2647,21071
776316232,751,-2465,15400
776318128,29,-1929,19558
776320012,-559,613,17216
776321912,2443,1288,19124
776323828,2492,2654,15196
776325740,2703,2703,13803
776327648,1924,1408,16000
776329548,1671,746,15851
776331452,-2677,-976,17456
776333360,206,-1544,10874
776335268,-3788,-1356,19804
776337160,30,-768,13767
776339040,14,-2144,20544
776340948,1011,-2182,20098
776342848,-208,-664,20935
776344748,2444,600,20460
776346652,2666,2102,18175
776348556,2054,1265,14437
776350448,-630,296,19123
776352344,-1040,-370,13867
776354252,889,-1929,16152
776356168,-2057,-2171,18196
776358096,-1586,-1777,17012
776360024,-1179,-1489,16955
776361936,2412,-770,14111
776363848,2696,-424,14080
776365748,808,1039,15963
776367632,-12,1923,23544
776369532,4434,2834,16344
776371452,1710,1652,13163
776373360,4039,1295,10316
776375260,-2356,-492,20824
776377180,-2363,-2120,14567
776379108,-3789,-2679,14763
776381024,-848,-1610,15092
776382924,-530,-620,20016
776384812,525,461,21758
776386700,-787,-829,19788
776388596,3665,-339,15512
776390496,3894,416,12640
776392376,319,499,13515
776394272,1696,783,17512
776396164,1036,944,16952
776398076,1532,-1310,13208
776400004,-1698,-3072,12646
776401928,-1890,-2748,16605
776403844,-5005,-1550,18004
776405748,630,368,14828
776407652,1749,1569,17599
776409568,5926,1440,18580
776411452,1578,97,18599
776413340,326,525,16416
776415224,1024,702,15104
776417132,3882,1760,14164
776419044,1576,1324,12907
776420944,-416,-2187,14859
776422868,-5446,-3086,17104
776424792,-2637,-2945,19511
776426716,-216,-1620,16294
776428640,1200,1406,16830
776430552,3134,2178,17436
776432452,146,2040,19243
776434344,1712,428,16892
776436240,2520,-582,13511
776438156,1465,-1139,13740
776440060,-797,377,16525
776441952,1034,518,16696
776443852,-2920,-810,13493
776445756,88,-2614,11098
776447668,-2432,-2757,22092
776449580,-2624,-707,19323
776451500,-1279,1273,20213
776453420,4387,3173,16356
776455340,4114,1666,17219
776457224,2955,70,15704
776459128,-2547,-1625,17812
776461004,2,-400,14279
776462896,3448,154,12943
776464776,487,-315,16940
776466688,1181,-1623,16096
776468608,-2509,-3174,14915
776470520,-175,-1785,15051
776472420,-152,-412,15072
776474316,882,1606,19710
776476212,643,3581,19285
776478116,4737,3053,18167
776480012,1778,602,15476
776481904,2799,-465,13774
776483812,-1209,-2517,17896
776485728,-1751,-999,14500
776487640,-2920,-824,15259
776489560,-1062,-1098,15909
776491476,-296,-1048,20669
776493400,-1606,-1669,19632
776495324,-1577,-731,18693
776497244,3168,1540,18030
776499156,4353,3247,15363
776501072,1755,2537,17583
776502960,2845,23,15132
776504860,-339,-2075,19564
776506768,325,-2233,12576
776508684,-2176,-1262,14576
776510588,864,-543,16199
776512492,-4376,-1185,16195
776514396,137,-423,16331
776516292,-2377,305,15835
776518188,1255,729,15928
776520092,1504,1277,16803
776522004,2959,1948,20067
776523916,1832,2158,18647
776525808,2296,896,10104
776527704,-275,-2941,12447
776529628,-1600,-3917,12743
776531556,-4960,-3600,16900
776533480,-3141,-1411,15520
776535392,193,-301,17324
776537280,699,495,15843
776539160,611,451,16844
776541036,-729,145,19427
776542940,1775,1111,16092
776544848,2915,1249,17556
776546764,3037,1675,16217
776548664,966,-1117,17248
776550580,2255,-3021,13107
776552512,-2810,-4336,14133
776554428,-583,-1041,13795
776556336,-1688,620,15203
776558244,-1724,1256,19220
776560164,-1460,1270,16611
776562084,1743,1251,17084
776563980,540,2024,18419
776565884,2081,1891,17000
776567768,-889,831,18476
776569680,2748,1202,12135
776571584,3828,-244,16419
776573488,-794,-3038,16252
776575412,-3657,-4098,13032
776577340,-1206,-3388,15547
776579264,481,-1301,14559
776581168,828,1952,17679
776583068,1656,1589,18685
776584984,-1598,1774,20180
776586900,1954,1278,15632
776588792,751,-543,14086
776590684,2340,-88,17196
776592580,-375,-754,13719
776594492,1084,-2066,15991
776596416,-1105,-2463,13571
776598344,-1238,-2642,12263
776600256,-2465,-597,15423
776602164,-1065,739,14300
776604064,-867,2209,18204
776605976,2132,2380,14544
776607884,2775,2483,21700
776609776,773,1675,15640
776611672,1489,-411,16763
776613576,-149,-1127,12980
776615492,-139,-1185,17022
776617400,-541,-1749,14168
776619312,359,-2094,14543
776621228,-4541,-3031,18183
776623164,-1046,-2138,16743
776625056,-1836,-2,19978
776626964,1853,1657,14739
776628864,455,2242,19776
776630764,1590,2378,19731
776632648,-864,956,18751
776634552,2497,-855,15383
776636460,1659,-2907,15444
776638384,1432,-2202,14270
776640308,-2712,-1738,17589
776642232,-1422,-1356,12915
776644136,948,272,15475
776646012,230,958,14654
776647912,-2096,766,19464
776649816,-552,2318,15100
776651728,2055,2951,18911
776653636,3332,2728,15347
776655536,649,1036,17120
776657444,-2333,-1329,18816
776659356,104,-3528,16207
776661268,-2204,-3042,21132
776663180,439,-633,13603
776665060,573,-308,18612
776666956,-1096,-180,15515
776668868,-2571,-503,16539
776670768,-483,617,14543
776672652,935,289,19500
776674560,1010,2306,18431
776676472,-1535,3117,21387
776678376,1454,774,17884
776680280,3193,-3411,11507
776682192,702,-4532,11053
776684108,-3239,-3293,14676
776686028,-1206,-162,16796
776687944,1439,1517,11347
776689848,674,1584,14720
776691740,928,1000,16092
776693628,-2400,560,21476
776695528,-637,1489,16955
776697440,1140,2194,18443
776699352,4045,1991,15967
776701240,-851,-708,17447
776703160,2059,-2545,14395
776705088,-2360,-4430,17785
776706988,69,-2517,12084
776708872,672,-139,16647
776710776,2482,1282,14532
776712676,145,1381,19212
776714556,-297,427,15571
776716452,-740,-346,20356
776718320,418,-42,12179
776720204,849,877,17868
776722084,-60,1070,20804
776723960,795,169,16556
776725860,-807,-3219,11920
776727776,948,-3732,14820
776729688,-2625,-2421,17451
776731608,-2086,1238,18448
776733532,1257,2833,16779
776735440,4182,3196,13071
776737316,-511,33,17403
776739212,-1463,-421,18163
776741128,-2594,250,20003
776743044,2516,1780,17614
776744936,5367,515,15196
776746840,2513,-1493,18443
776748764,-1360,-3301,17954
776750692,-1583,-3389,16036
776752608,-585,-2023,12552
776754528,2206,1982,14716
776756440,310,3155,15823
776758344,-1522,2528,18140
776760240,875,613,18504
776762140,629,-1585,17461
776764040,-134,-1324,18356
776765940,-740,-807,14504
776767832,361,-551,17511
776769720,152,-870,19156
776771632,3110,-2212,13707
776773524,-48,-2040,16835
776775416,-737,-708,14801
776777324,-1968,1428,16059
776779244,1326,3438,13799
776781144,916,3570,17080
776783044,3416,172,14416
776784960,-1955,-1374,17956
776786872,369,-1227,19064
776788776,722,-1096,13987
776790676,3126,-586,14184
776792576,1782,-819,14379
776794476,-680,-1836,14848
776796404,-1349,-1605,14048
776798316,-1012,102,12283
776800224,2366,2630,16200
776802132,1508,3158,15928
776804032,-708,1452,16944
776805932,-3112,-194,13995
776807848,1498,-1344,17415
776809760,-708,-2694,15764
776811672,-660,-2844,16764
776813588,-903,-1911,18912
776815488,2583,-601,14864
776817376,759,-211,13096
776819260,3738,-46,10331
776821144,-2342,80,18044
776823048,-689,1069,15955
776824964,-1439,2193,19343
776826880,1566,2080,11646
776828768,656,-518,18556
776830668,-620,-3023,15664
776832592,-3229,-2865,19124
776834520,1359,-1923,16411
776836420,4766,-62,15008
776838308,490,925,13487
776840216,1111,1189,13919
776842100,280,782,13196
776843988,1313,991,14412
776845876,394,1676,14520
776847780,1151,2099,18879
776849680,-2981,807,18700
776851588,-306,-1366,14985
776853500,-2193,-3543,19372
776855412,537,-3745,16675
776857320,-143,-2314,16947
776859240,3111,-1309,16552
776861132,735,173,17965
776863036,4070,1532,13079
776864940,206,1004,17753
776866812,869,645,13042
776868704,-3606,128,19139
776870600,-665,615,15316
776872480,1042,-98,17252
776874376,719,-1941,18036
776876272,55,-2656,20279
776878172,-589,-1742,19292
776880036,158,0,13271
776881912,2487,723,13957
776883820,4671,2517,13147
776885720,331,2023,19468
776887616,-596,1996,14891
776889520,-1533,765,14171
776891412,-245,607,15916
776893304,-2838,770,18755
776895204,-843,-1269,19534
776897128,-3003,-3110,18615
776899052,2046,-3578,15391
776900980,1868,-2662,17675
776902896,-716,-1208,17196
776904804,2477,535,20844
776906704,1726,2708,19452
776908616,4228,2234,14316
776910516,2734,944,13764
776912380,-43,-85,17444
776914288,-4525,-1282,17915
776916212,-522,-1533,17018
776918120,653,-2183,17591
776919988,-41,-925,17119
776921900,-1418,-1792,15907
776923808,832,-531,19199
776925704,1647,724,15928
776927608,3420,1912,12867
776929528,1656,2218,12428
776931440,3271,2271,15272
776933332,-2531,886,16843
776935240,-1296,-132,15699
776937160,-2983,-1773,13310
776939068,150,-2234,15108
776940976,-360,-1282,18988
776942892,1555,-1600,18100
776944804,803,-1627,19831
776946712,3774,-534,14404
776948604,1537,-503,17980
776950492,-859,593,18319
776952384,560,2294,18699
776954272,23,2531,15483
776956160,2455,-21,13992
776958068,-1568,-1902,15039
776959988,-3246,-3220,15620
776961924,-4449,-2634,16591
776963832,2907,193,15548
776965724,2140,658,16252
776967636,2673,1497,12278
776969532,-1323,684,17078
776971440,2296,502,14479
776973340,2373,1047,14475
776975244,3675,2443,15247
776977160,-2102,1784,14184
776979056,186,426,14728
776980964,-2419,-2229,14978
776982892,-1836,-3446,14501
776984812,731,-2447,16685
776986708,-2284,-28,20144
776988608,1305,892,17235
776990500,2068,250,14231
776992396,3763,555,14612
776994280,-616,-288,17737
776996180,1373,-377,16500
776998096,1463,1028,16894
777000008,3401,1907,11776
777001912,-2177,-237,14672
777003824,-849,-3381,14767
777005748,-4381,-3369,20743
777007676,-2418,-1428,18051
777009592,2204,482,17316
777011492,4743,2613,16939
777013412,3104,2224,18694
777015300,968,863,14635
777017176,259,-133,14351
777019080,2228,1222,14936
777020980,280,1872,16241
777022872,-2373,925,17908
777024776,397,-1191,15315
777026696,-2152,-3098,17288
777028624,-1875,-2777,17752
777030544,-2780,-1276,17699
777032444,-84,1727,20419
777034352,1617,2071,18076
777036260,6371,1387,12460
777038160,1134,-438,16452
777040072,1790,-1388,16586
777041972,-701,-788,16527
777043856,-197,415,13496
777045748,-1586,206,12987
777047660,1088,-1496,13193
777049584,-3103,-3455,17160
777051516,-1660,-2819,16727
777053436,-1886,-250,18007
777055356,3864,1588,13864
777057260,3611,2361,17991
777059168,1085,1465,20851
777061060,-210,464,16916
777062956,-1064,-342,16437
777064868,3217,-785,14732
777066756,183,135,17304
777068652,-1285,-328,16048
777070564,-2276,-1327,16776
777072472,536,-910,14804
777074372,-143,-1711,18028
777076256,-45,-165,16868
777078168,-1063,2405,20044
777080092,4307,2989,19427
777082012,5748,2120,13964
777083912,3173,705,18063
777085816,-1598,-2292,15657
777087744,-1826,-2667,16427
777089676,-2297,-1307,14343
777091580,-433,-329,14691
777093492,1480,-1080,18691
777095424,-2602,-1971,18659
777097328,75,-1627,17006
777099184,648,-6,19656
777101084,1924,1514,18560
777102984,957,2997,17015
777104892,4557,1106,14854
777106784,310,-104,17636
777108696,1469,-1229,12976
777110616,-3288,-1912,13984
777112528,-173,-1923,14132
777114444,-3139,-812,15643
777116340,-1153,47,16483
777118224,-583,329,16928
777120120,2342,702,17507
777122020,1091,675,17996
777123912,2648,992,15835
777125824,2158,1582,16768
777127732,3913,1601,13359
777129628,1307,709,14995
777131536,-2581,-2175,15855
777133460,-2470,-3951,14840
777135384,-2608,-3522,17276
777137304,-565,-1205,18259
777139212,-1617,297,17303
777141104,653,1497,19484
777142992,-858,570,18871
777144876,3796,64,14638
777146760,1151,91,16704
777148656,3424,950,18915
777150552,1637,624,16076
777152460,3723,-1579,13310
777154388,-1763,-3139,11023
777156300,575,-1871,13700
777158220,-3727,-1317,17384
777160136,-1483,330,19072
777162040,-292,1268,20019
777163956,1883,2035,13470
777165864,1929,2055,16851
777167760,-676,1205,17507
777169648,-891,869,19507
777171544,1725,395,10791
777173436,4668,398,12354
777175324,-737,-993,15529
777177240,-1519,-3225,15614
777179168,-1878,-3541,14412
777181080,491,-2465,14211
777182968,-942,-850,14732
777184868,403,1711,18220
777186764,117,1713,19255
777188668,3725,2212,18516
777190572,1483,657,16948
777192468,4296,-190,17188
777194360,858,-1130,18092
777196260,141,-1446,14444
777198164,-988,-1381,14699
777200064,66,-1338,14175
777201956,-575,-1007,17917
777203872,-1258,-656,14107
777205772,-3032,33,20931
777207668,2409,2577,17248
777209580,3145,3505,16811
777211480,462,3160,13350
777213376,2158,-412,15281
777215268,177,-626,19128
777217152,529,-428,14428
777219040,447,-1093,14143
777220956,2578,-2010,13408
777222880,-2413,-2473,16907
777224804,-1007,-1642,13463
777226732,-4059,-1157,18896
777228648,1623,361,14469
777230560,1628,1242,21899
777232460,-729,2141,20427
777234368,1603,1750,20911
777236256,2899,-15,13576
777238168,1954,-2318,14956
777240076,-796,-2346,13612
777241984,-493,-2948,16131
777243900,-2117,-961,15140
777245808,1530,532,14163
777247684,-216,320,16804
777249568,-878,460,16916
777251456,-1940,582,17475
777253368,2517,1778,12884
777255284,3508,3224,16738
777257200,2719,3261,15036
777259080,-24,-612,17636
777260980,670,-2529,15280
777262892,-2084,-3637,17156
777264812,1262,-2232,10409
777266732,-1035,-783,17760
777268644,-1856,-734,12632
777270528,-2102,-1,18631
777272412,-371,507,17484
777274300,263,-359,17260
777276188,177,829,14963
777278092,2434,2488,19035
777279988,-666,1551,17735
777281896,4640,-517,14164
777283804,-840,-3554,14771
777285716,-796,-4276,13703
777287640,-1713,-1595,17607
777289556,1035,996,13190
777291460,1102,2376,15179
777293376,1819,2301,17811
777295276,-2541,737,17892
777297192,-1269,1298,16148
777299088,4,1809,16387
777300980,3874,1974,13852
777302892,1534,1598,16308
777304784,149,-749,15508
777306692,-2563,-4202,16231
777308608,-209,-3084,16191
777310520,-456,-1456,15435
777312424,882,136,14016
777314316,-639,1315,19285
777316224,-1643,1634,19187
777318108,11,561,18203
777319976,68,-526,12300
777321844,444,-30,19188
777323744,-569,1157,15723
777325632,4007,75,15787
777327536,1085,-2479,11672
777329456,1391,-3699,11967
777331376,-2836,-3784,17051
777333304,-3086,-1096,16080
777335228,-1912,2282,13764
777337148,2310,3274,16631
777339056,878,1978,18732
777340948,-1681,609,20228
777342844,-2615,-207,17764
777344756,3048,693,17660
777346648,3298,766,14608
777348520,-430,52,17188
777350424,1461,-2499,18990
777352320,79,-3545,15991
777354216,-188,-2629,14520
777356124,1734,-174,14515
777358036,1969,2069,17315
777359952,-1842,2372,13579
777361868,1656,1772,15780
777363772,-1012,212,18172
777365680,-1032,-772,19868
777367600,-2402,-1540,17360
777369508,1737,-883,19670
777371408,518,-2120,17104
777373320,2351,-1550,11604
777375240,-1343,-2695,14673
777377156,246,-1720,14016
777379068,-3435,309,18571
777380968,798,3436,15147
777382868,1917,3087,17464
777384776,1716,2142,15486
777386660,474,836,18235
777388556,-1818,-942,18071
777390464,580,-1527,17224
777392384,2327,-1701,16296
777394280,667,-913,15221
777396176,-1778,-750,17468
777398096,2956,-1078,14479
777400008,-1772,-535,14044
777401928,1904,1342,13382
777403844,-1250,1780,19680
777405764,-2491,3049,19715
777407680,-103,1197,16060
777409580,1809,-537,13197
777411480,-345,-2213,17689
777413376,-59,-2399,15048
777415292,-3453,-2177,21504
777417220,1604,-1126,13743
777419128,3184,-700,13879
777421024,791,347,11587
777422920,-3050,974,17427
777424824,-1080,829,16238
777426720,745,1308,15620
777428624,2018,2680,13936
777430540,2100,1230,18760
777432444,-2122,-900,20823
777434348,-66,-2060,13916
777436248,-790,-2678,17725
777438164,2711,-2265,15280
777440064,269,-219,18012
777441956,2964,956,15467
777443852,470,1599,16520
777445756,1577,1202,11523
777447664,-3233,777,17440
777449552,92,1272,15012
777451456,-2533,1543,19896
777453368,733,1198,16732
777455276,2473,-1141,20135
777457184,845,-3015,15084
777459084,-881,-4127,16944
777461008,-1654,-1856,15519
777462924,1245,-284,18371
777464828,3830,1390,14924
777466736,3301,2057,15216
777468632,-2626,432,15520
777470532,-1283,133,16584
777472424,-718,830,18580
777474316,1084,620,13328
777476216,-743,-1081,17461
777478116,123,-1295,20844
777480032,-3039,-2227,18469
777481956,3960,-1030,10992
777483868,715,-1727,15535
777485756,3057,23,17360
777487656,1269,2429,13528
777489564,651,2500,16120
777491472,-1716,2089,13807
777493376,1464,910,12520
777495260,-2798,60,18323
777497144,-2144,-30,16840
777499032,65,-1453,17300
777500948,2143,-1910,17248
777502868,-386,-2464,14309
777504792,-2423,-2971,18432
777506700,323,-1239,19960
777508596,336,1248,16820
777510504,4564,1886,14268
777512412,2478,2132,18619
777514296,75,1337,16311
