Timestamp,AccX,AccY,AccZ
932847936,5741,3177,14571
932849852,4349,1801,15646
932851760,1204,216,15264
932853656,-1310,-1688,17835
932855584,-2342,-1646,14700
932857492,459,-347,14318
932859392,1215,-733,11125
932861280,-15,-1485,21551
932863200,-3848,-1730,14596
932865104,-14,-1704,17699
932867004,2987,323,16868
932868904,2621,2057,16327
932870804,142,2876,18000
932872704,2963,2377,16212
932874608,1048,662,14700
932876508,1457,-1487,8311
932878424,-3202,-2402,18860
932880336,-3311,103,14100
932882236,-3537,-424,18264
932884144,-1053,-877,15412
932886044,42,-1022,22179
932887920,-76,-728,16656
932889808,580,378,20067
932891700,1052,842,17016
932893596,3678,2788,17756
932895508,3197,2081,12334
932897404,-210,982,17812
932899312,-1499,-2005,15883
932901228,-326,-3084,14305
932903156,-2309,-1921,14942
932905076,-802,-1234,18827
932906992,-2750,-1230,21476
932908888,760,-82,15108
932910772,1194,34,19516
932912660,2995,673,16719
932914564,2443,1141,19483
932916484,2901,1473,14308
932918376,45,1485,18692
932920272,4046,1045,14519
932922184,-308,-2170,16051
932924108,-2359,-3591,13616
932926036,-4791,-2119,17111
932927956,-1594,-501,19962
932929848,821,437,15712
932931732,2179,53,18657
932933620,1377,249,18895
932935512,-1067,309,16680
932937400,143,628,17211
932939316,3456,1462,12507
932941224,4328,1624,15308
932943112,-498,-122,19200
932945012,-854,-2772,14108
932946932,-3496,-3708,18244
932948860,-1125,-2979,12245
932950784,-1074,-1224,18915
932952700,-318,1504,17640
932954600,755,1858,21883
932956504,4173,2403,12948
932958424,1609,1009,18189
932960312,49,1175,14396
932962208,1476,1002,19055
932964092,108,722,15115
932965976,3551,586,8730
932967864,377,-1357,16220
932969776,-1332,-2770,14644
932971708,-5627,-2743,17075
932973616,-193,-484,14364
932975520,2249,1223,18407
932977436,2410,2084,16484
932979336,-549,1531,20438
932981232,2986,272,17167
932983116,507,-630,14459
932985032,2992,-1096,13176
932986920,-349,-95,18760
932988792,-56,-804,13808
932990708,-2449,-2881,16059
932992632,-1674,-3199,11191
932994560,-2497,-2319,16851
932996476,-1046,-816,15127
932998396,-653,1851,21915
933000312,-1032,3364,16763
933002220,4824,2822,17687
933004120,-325,1863,16407
933006020,1064,540,11619
933007904,-266,234,19539
933009800,2457,-257,13061
933011720,-1735,-1404,12214
933013624,368,-954,11628
933015528,-3857,-1525,17140
933017456,-2059,-1543,12895
933019376,-1850,-239,20027
933021292,1950,1696,15996
933023200,3475,2773,19934
933025116,2325,1915,18852
933027000,157,11,18263
933028904,2138,-2582,12576
933030812,-317,-2717,15735
933032736,-1192,-2770,12604
933034664,-2314,-1460,17195
933036584,-1501,-896,14660
933038476,374,-786,9820
933040356,659,-803,14252
933042244,-496,134,18335
933044144,-2213,2289,17452
933046060,1850,3148,14303
933047972,5211,2757,14462
933049888,4668,1496,15000
933051804,-1115,-1059,17639
933053720,-312,-2156,13348
933055644,-2591,-2353,16411
933057560,-522,-1328,15111
933059464,-2160,-114,17656
933061368,-1917,697,18247
933063260,-2353,98,17712
933065160,1374,312,17836
933067064,1976,1482,19347
933068980,3042,2180,16875
933070892,1885,2153,19955
933072792,1603,-111,17074
933074704,2632,-3456,11720
933076608,-87,-4595,12628
933078524,-1795,-3363,14085
933080440,-3519,-429,21828
933082364,1632,1006,14877
933084280,1020,1968,18615
933086180,1402,1260,14416
933088080,-1887,243,21215
933089988,-1090,1080,16692
933091908,1330,2016,16244
933093820,4691,1545,14963
933095720,2033,-221,15620
933097624,690,-2077,16864
933099536,-2021,-2970,15600
933101448,-706,-2744,15896
933103360,-1548,-160,14104
933105268,832,1550,14604
933107164,-454,2241,14982
933109068,1506,932,18440
933110952,941,545,15492
933112840,3173,875,14587
933114732,1342,636,18931
933116616,-1126,72,17511
933118500,10,-1700,17716
933120408,-1684,-3430,12589
933122336,1525,-4157,14965
933124268,-2225,-2783,16540
933126176,-2086,704,15667
933128072,313,2371,17140
933129976,3293,3083,11659
933131880,421,1779,15111
933133764,-164,-698,15020
933135652,-3008,74,19995
933137548,3569,738,15555
933139440,4155,-639,14093
933141356,1147,-1499,14380
933143276,-1899,-2109,17963
933145204,-2355,-2017,16876
933147120,-1905,-747,13908
933149044,1742,1448,13186
933150960,1452,2188,23275
933152856,-713,2825,20635
933154768,1472,1370,21203
933156676,3170,-624,16683
933158580,1206,-348,18571
933160488,-1008,-132,17492
933162400,-303,-1911,18248
933164308,-333,-2569,20187
933166236,2442,-1716,12421
933168156,-1483,-2017,16716
933170024,526,1,13642
933171900,-3079,279,14326
933173812,1792,2428,17614
933175712,-388,3572,20131
933177624,2809,1957,15475
933179516,-21,-1245,17830
933181424,1251,-1875,14819
933183332,-475,-2689,19653
933185252,1826,-1640,10731
933187160,656,-1774,14795
933189048,-100,-740,14576
933190948,-2783,-648,18256
933192848,-538,620,13340
933194716,4,1502,14652
933196604,946,2020,16932
933198516,1503,2645,21780
933200400,204,616,16291
933202308,1800,-1756,12591
933204232,1099,-2349,17205
933206116,8,-1334,14204
933208024,-2028,-1294,17795
933209948,2343,-1089,14671
933211836,92,-970,17115
933213748,1505,1195,12384
933215648,-2620,832,17292
933217548,-3370,854,15411
933219464,-1403,1445,18203
933221364,974,1876,18419
933223260,1624,224,18155
933225168,-1182,-2628,17096
933227096,-2116,-4114,17035
933229012,988,-3814,16532
933230924,3597,-1017,10841
933232828,939,363,14180
933234732,1189,1841,17874
933236628,-330,1999,19352
933238528,581,1617,16440
933240420,-424,1732,13703
933242316,473,1949,19516
933244212,-544,1482,20440
933246108,560,-404,15296
933248020,-1720,-2486,15408
933249928,906,-2738,16276
933251832,-435,-2159,16576
933253732,-593,-695,14574
933255632,1803,179,15931
933257536,2312,1926,17267
933259432,612,998,14107
933261288,-938,4,15244
933263176,-2436,-582,16735
933265076,-655,414,18619
933266972,1902,-213,15088
933268880,1205,-2387,15299
933270796,-392,-3532,17019
933272716,-1696,-3242,15459
933274616,-411,-969,17460
933276512,2354,962,11971
933278412,4989,2241,12295
933280328,-1709,2553,17500
933282236,585,1179,16396
933284140,-2810,1315,16886
933286052,532,1210,14455
933287920,-877,-51,15392
933289804,1622,-84,16992
933291708,-2221,-2233,20611
933293628,1892,-2058,15101
933295536,927,-2315,15263
933297424,127,-983,15072
933299300,972,732,18156
933301200,1425,2167,14971
933303120,2764,1811,14788
933305032,1305,1055,16507
933306924,-853,-247,19563
933308836,-3282,-2046,18235
933310748,298,-1740,16411
933312656,1151,-778,18372
933314540,792,-988,16524
933316448,-1735,-2401,17975
933318372,1337,-1429,16864
933320256,-32,182,15484
933322164,2909,1728,10090
933324068,-438,2888,17300
933325976,761,3339,15416
933327864,-3283,933,15919
933329752,-822,243,13117
933331652,-1894,-675,18301
933333560,-275,-1543,15215
933335472,-472,-1122,16307
933337372,724,-592,16919
933339272,1254,-1176,15424
933341180,2692,-681,12571
933343060,-611,-99,15620
933344948,-475,357,16276
933346848,1912,2260,18807
933348752,821,2789,18107
933350624,193,-72,15007
933352532,-1302,-2088,17943
933354452,-1507,-4051,19907
933356376,-4813,-2699,20043
933358292,2648,-560,13995
933360184,1421,-31,19871
933362076,4422,584,16048
933363956,-480,-88,18647
933365852,-1461,-371,12923
933367768,1642,1488,11916
933369684,2799,2524,15351
933371596,-1718,2340,16696
933373504,-1269,761,17191
933375404,565,-2031,16992
933377304,-259,-3530,16615
933379208,-50,-2472,17240
933381092,-679,-495,17188
933382992,-130,1452,18799
933384896,2563,1233,9648
933386784,3684,-284,15108
933388676,-631,-147,15892
933390584,-1099,463,17220
933392492,-1236,1028,16696
933394404,1260,1626,14894
933396308,129,-1699,10857
933398208,-202,-3960,14366
933400132,-2007,-4855,18174
933402060,1154,-2960,14882
933403960,825,552,17492
933405868,6568,1924,14155
933407780,3135,1279,16299
933409664,-167,411,12846
933411560,-1697,-251,16227
933413472,-1783,547,12892
933415376,444,1734,15619
933417260,-717,563,16484
933419172,-1949,-1427,20507
933421100,-1291,-2205,16699
933423012,458,-2436,17738
933424924,-1451,-1281,15102
933426848,2057,1495,19126
933428756,2469,1871,15864
933430672,4006,1858,14540
933432580,3036,-302,12359
933434468,548,-858,14515
933436364,-3556,-496,16556
933438252,24,540,13784
933440148,-1439,-1139,15452
933442064,-134,-1483,12756
933443988,-2331,-3449,16611
933445904,-950,-2832,15939
933447800,-431,213,16758
933449696,4032,2012,14383
933451604,3083,2218,14160
933453516,1918,1714,13619
933455408,-644,-400,17791
933457312,-1709,-739,13583
933459228,1888,-1125,12976
933461132,44,-1336,14992
933463016,-831,-991,17104
933464916,-3077,-943,19204
933466824,778,-1216,17263
933468728,1932,-656,19015
933470612,973,377,17469
933472508,-607,1585,20759
933474420,4445,2825,17477
933476320,2423,1113,14132
933478220,4027,-462,12982
933480132,-1926,-1246,16836
933482052,-5214,-598,16760
933483972,-3497,-1113,14771
933485900,-1137,-1578,12295
933487824,347,-1049,19948
933489716,-284,-964,17252
933491600,-919,-747,17431
933493496,-260,1224,15231
933495412,3821,2543,12945
933497324,2130,1996,17152
933499216,-232,920,12843
933501112,-343,-1683,14603
933503024,295,-2067,16468
933504936,-1776,-2610,15503
933506848,561,-1427,13447
933508752,-2544,-560,20960
933510648,298,492,20100
933512540,-1480,172,16371
933514448,2444,393,17300
933516340,-259,1269,15036
933518256,4847,2273,18060
933520152,-106,2196,17684
933522056,2432,-130,10952
933523972,-1420,-2302,13243
933525900,-2136,-1786,15755
933527832,-3960,-1834,16415
933529748,-2380,-724,19960
933531644,284,-333,17935
933533536,3351,399,17196
933535432,1744,494,18853
933537320,-188,184,18504
933539192,1019,-9,14688
933541104,2909,1313,14424
933543012,3185,1226,17088
933544916,-1323,-1001,15417
933546840,-2075,-2773,15746
933548772,-2088,-3224,16912
933550688,-191,-1717,14071
933552584,-2807,-35,18891
933554492,1744,1524,14586
933556396,-822,2056,20668
933558312,3801,1749,12452
933560216,2171,1216,19232
933562132,3762,1330,12499
933564028,564,946,16164
933565920,1560,760,11176
933567816,288,-2545,13048
933569716,325,-2684,8270
933571624,-3838,-2108,16364
933573544,-4629,-1613,17899
933575436,-68,434,18788
933577340,1362,1358,15192
933579248,2272,1560,14167
933581132,417,957,17716
933583024,505,-873,20669
933584908,890,-256,13484
933586800,3264,-751,10759
933588712,775,-1408,17460
933590616,-302,-1996,14264
933592536,-3319,-3499,16941
933594460,-2607,-1847,15959
933596384,-1303,-447,18577
933598288,900,1802,17184
933600184,-333,2409,18477
933602096,1275,2637,16832
933604004,1345,1585,18255
933605908,4217,957,15319
933607792,812,-746,13239
933609696,-447,-1079,11805
933611612,-1208,-948,15040
933613512,-2022,-919,14132
933615424,-633,-1390,12328
933617336,-753,-1591,16408
933619248,-2174,-102,17932
933621172,-2975,1633,21331
933623092,4041,2520,15187
933625004,1956,1672,15478
933626912,1991,1113,15540
933628804,160,-1094,19539
933630716,1240,-2360,16524
933632624,344,-2469,13734
933634536,4232,-2428,14452
933636456,-3599,-1879,18561
933638380,-1209,-683,14780
933640284,-110,-742,13412
933642196,2096,1044,13368
933644112,1077,1401,17689
933646024,-1261,2135,18243
933647928,-84,1776,18924
933649832,3330,1487,12427
933651720,2434,-48,17151
933653628,-1234,-1910,15771
933655548,-1222,-2720,18038
933657464,-332,-1267,15315
933659368,1739,290,14029
933661252,268,-124,14808
933663144,-746,-524,20736
933665040,-1039,307,16876
933666932,213,751,13219
933668828,2788,1604,15431
933670740,3638,1758,18148
933672632,299,321,16606
933674536,1290,-2290,13274
933676448,-815,-4012,15591
933678360,963,-3329,12561
933680260,-636,-1780,15535
933682152,-1896,96,13327
933684052,-900,1004,19118
933685952,554,1621,16555
933687836,915,250,15743
933689720,164,238,12993
933691632,2384,1510,18984
933693536,-779,2353,17415
933695436,4204,916,12888
933697340,3173,-1582,12855
933699252,-571,-3739,13947
933701176,-3210,-3296,17283
933703084,-1144,736,15333
933704996,-1342,1941,17563
933706920,2708,1920,12220
933708816,-2274,916,21335
933710716,-2788,-178,18643
933712604,-279,89,17511
933714496,3760,992,13351
933716392,1725,919,15244
933718292,1261,-833,15727
933720208,-1951,-3725,17907
933722136,-2952,-3900,13312
933724044,240,-2119,11920
933725932,251,557,17148
933727824,704,2160,16571
933729728,-1497,2129,19703
933731644,1321,1705,18556
933733540,-918,239,15344
933735416,-394,-520,14879
933737316,-2013,387,19967
933739216,3744,758,16059
933741088,185,-19,16947
933742996,3571,-1284,12556
933744908,-449,-3349,18632
933746832,-3307,-1879,14717
933748748,-3374,844,18635
933750640,614,3286,14588
933752544,1762,2772,20515
933754448,128,1626,16419
933756344,-2864,-248,21651
933758256,907,-1049,17731
933760168,2373,-358,17272
933762056,360,-602,17416
933763960,1379,-1581,13964
933765872,-630,-3160,16485
933767780,221,-2555,15047
933769680,-1279,-201,16527
933771596,1843,1677,17279
933773512,-2117,2477,19707
933775420,933,2611,13380
933777316,-1213,1495,17860
933779228,-1303,-477,17847
933781152,-2098,-1646,18336
933783064,889,-1657,16710
933784980,-1407,-1563,18259
933786892,1691,110,14524
933788772,-15,-1013,14020
933790680,2155,-1499,11740
933792588,-2684,-252,17532
933794500,-868,1728,16771
933796412,1672,3638,16975
933798324,2782,2008,13984
933800228,1798,162,17215
933802140,-2810,-1224,17311
933804056,-123,-2167,17520
933805956,776,-1859,15625
933807868,1754,-1772,15675
933809780,-587,-1609,18827
933811692,1191,-855,17979
933813564,619,39,16444
933815448,518,653,13468
933817336,-1425,619,18299
933819236,-854,2388,16243
933821144,-2409,1383,17261
933823056,1515,249,15768
933824952,-147,-1949,15943
933826872,1268,-2960,21320
933828796,-2109,-2413,16443
933830696,923,-901,14547
933832584,1476,183,14851
933834488,4689,1229,11167
933836388,-2017,381,16460
933838276,-1395,29,12955
933840172,440,1572,17948
933842072,-514,3255,14971
933843988,2272,1205,14569
933845884,504,-1542,12952
933847780,-71,-2411,16764
933849696,-3402,-2638,15599
933851620,2239,-1490,12599
933853528,320,-1228,16475
933855432,2862,334,13735
933857316,-40,1034,18086
933859192,-790,530,14656
933861096,-1382,761,13293
933862980,780,921,15087
933864884,-1197,1107,18555
933866784,250,-322,17340
933868664,-84,-2012,18180
933870568,1432,-3318,13704
933872468,-17,-3201,17720
933874380,-1340,-1748,18430
933876272,87,393,15563
933878168,1484,1980,12783
933880080,3783,2245,12576
933881996,1181,1009,16836
933883912,-2643,1333,13880
933885824,-3201,1045,19875
933887744,1376,1098,16371
933889636,424,-290,18548
933891528,-390,-1874,14629
933893456,-2119,-2407,18643
933895388,1435,-1759,16763
933897296,1271,-379,15516
933899196,4402,202,13619
933901076,680,974,17959
933902976,-801,1681,17109
933904888,-2298,1082,17399
933906776,-675,39,17400
933908656,48,-476,18123
933910564,-1604,-1734,19320
933912484,-2585,-2259,21764
933914412,2279,-2273,16996
933916336,2662,-1907,13483
933918240,-292,-256,17187
933920140,1018,370,14963
933922036,541,1207,16527
933923940,2452,2420,14573
933925836,804,2617,13760
933927724,977,2213,17884
933929620,-4387,229,16034
933931536,-1544,-1434,16782
933933464,-2835,-1511,17723
933935376,-708,-1187,16532
933937296,-1575,-1211,18200
933939216,2124,-888,17463
933941084,79,-487,19091
933942968,2522,52,14443
933944848,926,892,16943
933946756,3809,1481,12874
933948672,-1155,1665,16896
933950568,-320,470,17175
933952460,-326,-1102,17067
933954372,255,-3426,14019
933956280,-607,-3361,18524
933958200,-1989,-1721,15500
933960100,329,159,18860
933961996,1485,985,12651
933963880,2724,-56,15653
933965772,-1082,392,17479
933967660,235,539,12539
933969544,85,2327,15312
933971444,2598,2274,10712
933973320,203,65,17212
933975224,-2290,-2156,11399
933977152,-6014,-3754,19359
933979080,-1290,-2018,13254
933980992,2244,-176,20244
933982904,3022,1281,15076
933984808,705,1073,18900
933986696,1671,485,14267
933988572,750,90,13591
933990472,2405,1257,15555
933992372,-1715,868,13459
933994264,-1245,83,17379
933996148,-52,-1680,16825
933998060,-1608,-3670,17361
933999992,-1430,-3122,17643
934001912,-872,-1396,17251
934003812,897,423,19584
934005720,1088,1826,16936
934007632,5878,1810,16950
934009516,485,364,16871
934011392,858,-92,14508
934013280,-646,556,15683
934015176,254,1526,13324
934017084,-1469,1765,16251
934019008,1440,-1728,12931
934020928,-3711,-3735,17722
934022852,-1235,-3157,16245
934024768,-1906,-498,20531
934026692,4024,2198,14688
934028604,3650,2111,18411
934030520,1003,1011,19783
934032400,-10,166,14136
934034288,-842,-1266,12307
934036196,2354,217,18655
934038068,533,78,16111
934039952,-2811,-823,17052
934041880,-2774,-2758,15220
934043800,717,-2987,16635
934045712,-1311,-1538,17631
934047628,1863,1032,18175
934049528,868,2676,16651
934051428,4372,2528,15988
934053340,4152,1436,12798
934055244,2913,-838,13939
934057164,-1621,-1459,14947
934059080,-1045,-627,13845
934060992,-2016,374,17511
934062872,515,21,11755
934064760,-108,-1187,17727
934066684,-2457,-2745,19488
934068596,-901,-1923,19387
934070512,2697,609,16403
934072420,3444,2632,15945
934074328,2366,2681,18779
934076228,1842,682,16067
934078120,488,-2144,16755
934080032,1535,-1883,11688
934081952,-2229,-1530,14480
934083848,-16,-272,14860
934085740,-3520,-732,14448
934087660,-1224,-1624,15972
934089584,-1156,-1204,13844
934091476,68,548,16366
934093376,-1985,1373,19103
934095300,4003,2659,13830
934097208,2856,2240,17607
934099112,3786,956,12047
934101008,-446,-1949,15544
934102928,-2084,-2940,14683
934104856,-2521,-2587,17637
934106768,-2314,754,15063
934108656,993,752,19871
934110548,1286,192,17383
934112428,-927,39,17932
934114300,-3679,55,17887
934116204,2752,1116,16408
934118112,3739,2661,19311
934120024,3489,1814,16079
934121916,859,-457,18635
934123828,1152,-1490,17379
934125760,-3472,-3560,13207
934127672,728,-2792,13243
934129576,-3413,-1243,18208
934131484,-2720,158,19639
934133400,-1475,1149,18191
934135296,1283,83,14758
934137192,2347,187,18396
934139088,940,1436,18379
934140992,-1116,1342,18815
934142912,2213,1075,15950
934144828,4157,-1817,12943
934146752,-1156,-3358,15496
934148680,-2863,-3227,12507
934150604,-1862,-2202,18423
934152516,1290,618,13472
934154428,3003,1581,17332
934156340,2697,1953,15270
934158236,-1817,603,17335
934160124,776,380,18055
934162016,177,1147,16623
934163924,5659,1645,15079
934165800,-87,-143,15461
934167704,1150,-1552,14413
934169628,-2200,-2348,14923
934171548,-1421,-2405,14534
934173476,-3770,-2471,14711
934175368,10,-364,13126
934177276,-1526,1362,22180
934179192,1238,2672,17507
934181108,1284,1831,19204
934183008,2462,-248,14068
934184904,2075,-499,16877
934186792,734,-440,15675
934188688,-637,-1225,16172
934190600,-119,-2213,13131
934192508,-720,-2504,17636
934194436,-4030,-2684,17947
934196340,-218,-956,19106
934198248,-2228,1986,16959
934200172,1678,3356,18987
934202072,386,2336,18095
934203968,805,1615,21927
934205860,-1577,963,17571
934207760,1768,573,13772
934209652,1486,-381,15377
934211556,2004,-1822,11655
934213476,-2405,-3121,16979
934215404,-2784,-1634,12686
934217320,446,-1106,13724
934219208,351,-193,16148
934221092,-793,329,19903
934222996,1392,1788,15087
934224904,1043,1687,16860
934226812,3754,1193,15856
934228716,1368,-254,15503
934230620,-835,-1373,17723
934232528,-169,-2689,13779
934234444,-886,-3054,14803
934236368,1293,-1857,14783
934238252,-74,-838,17219
934240132,167,-511,14552
934242024,-2079,401,19282
934243924,-123,1953,12172
934245832,1117,2796,18794
934247740,1163,3111,15176
934249644,127,1717,17660
934251528,662,-166,15320
934253428,1793,-2537,15043
934255352,1328,-1517,11232
934257272,-2127,-2317,16444
934259200,-1347,-1661,16145
934261112,1472,698,14203
934262992,-66,856,13924
934264880,-542,545,18788
934266772,-1145,787,21063
934268680,-1478,1080,19397
934270608,1209,1345,18736
934272512,4511,492,17171
934274420,-1304,-1891,16708
934276344,656,-3630,12811
934278260,-1608,-4264,19212
934280164,1323,-965,15555
934282064,-725,1067,14594
934283972,1672,1732,12665
934285836,-2,950,15175
934287728,-620,1094,13301
934289640,-1554,674,17860
934291536,564,2470,14600
934293444,2073,2473,16695
934295344,731,1067,17595
934297244,-894,-1486,16159
934299168,-1133,-3689,11415
934301092,-1597,-2888,15352
934303000,-497,-193,18860
934304892,-51,1433,15576
934306788,1564,1994,15860
934308700,3750,1416,13316
934310580,-450,82,18929
934312448,78,138,17075
934314336,-2765,-43,21815
934316220,718,-56,15849
934318128,3029,-1751,13652
934320048,1424,-3690,14876
934321968,-2512,-4062,19900
934323896,-1181,-2187,17847
934325800,-533,621,15340
934327704,2763,2310,12320
934329608,372,2828,16779
934331512,-1864,1494,20276
934333392,-196,-54,17813
934335276,860,-942,17016
934337168,-541,1235,19607
934339064,719,1330,16464
934340948,880,368,18573
934342864,-1194,-2272,19375
934344792,2458,-3398,13780
934346704,-361,-1825,18595
934348616,-392,1595,16300
934350512,111,3141,18820
934352420,2061,3305,16404
934354320,-2118,732,18436
934356232,1597,-876,17632
934358140,-2432,-2098,20436
934360060,1863,-1281,18359
934361956,475,-191,17316
934363864,3413,-1465,17084
934365788,1174,-3140,13103
934367708,-1823,-2943,15715
934369628,-1991,-799,13288
934371556,-1324,1076,11512
934373476,1251,2794,17019
934375384,1405,2571,17931
934377300,-2161,1461,18507
934379208,-1933,-777,14330
934381128,1672,-2193,13868
934383036,-723,-1273,15558
934384928,375,203,16251
934386832,1570,-142,16708
934388724,2401,-573,14676
934390640,1770,-1341,15204
934392540,1462,38,13581
934394428,-2442,712,17455
934396340,1208,3078,12280
934398236,-463,2385,19515
934400156,1460,1455,16252
934402040,18,-1618,17184
934403948,-2351,-3323,18788
934405876,-2061,-2985,20083
934407788,921,-1151,17107
934409692,1772,-461,15324
934411576,707,-549,16852
934413468,724,-234,16608
934415340,345,-103,15471
934417244,2280,1064,12843
934419156,-1376,1640,15028
934421052,-81,1573,19867
934422956,-1835,1135,17439
934424868,-337,-1589,15936
934426784,-160,-3482,15424
934428700,-114,-2217,16225
934430608,-2499,-879,19644
934432512,2696,918,15191
934434404,3773,901,15787
934436288,3851,491,9679
934438172,-2840,304,16159
934440092,-3508,1380,17875
934442016,-1243,1441,14148
934443912,664,1556,16012
934445804,1459,-411,14595
934447712,-625,-2251,15472
934449632,-2579,-3565,15900
934451560,-4474,-3584,16308
934453476,3684,-934,16508
934455372,1630,400,16812
934457276,2235,1141,16815
934459184,1427,1507,17023
934461088,1993,845,15292
934462992,-2701,1275,15556
934464892,728,327,11364
934466796,-2124,374,21880
934468688,346,-710,15951
934470600,-2108,-2824,20727
934472520,2023,-3043,10540
934474440,1165,-2535,16885
934476352,1631,-483,14707
934478256,716,1262,18871
934480160,2532,2372,14775
934482076,3627,1730,13595
934483964,260,1022,16047
934485868,-3950,1474,16891
934487784,-1480,254,16683
934489684,1801,-955,12997
934491588,-305,-1725,16663
934493500,-440,-1694,17999
934495428,-2606,-1446,18599
934497340,914,-1632,15726
934499240,2208,-102,12155
934501152,4492,1529,16832
934503052,-819,2159,19276
934504952,280,1968,15907
934506860,-1745,1367,16476
934508768,350,-185,14540
934510676,-3030,-1479,16396
934512596,-2099,-2147,16320
934514524,-3416,-2380,17099
934516452,2695,-1905,17004
934518376,2072,-1582,14528
934520284,1152,-760,16676
934522184,1509,737,15804
934524084,359,1451,17311
934525988,2716,3160,11512
934527896,3534,3075,15812
934529796,-389,1375,14664
934531700,-4932,-166,14520
934533612,-876,-2460,14667
934535532,-2494,-2435,17836
934537468,-1087,-1429,14807
934539380,-1615,-591,19539
934541280,1052,-150,20861
934543168,600,-247,15718
934545064,3437,276,12030
934546956,1205,139,15324
934548860,1781,1795,15775
934550784,-1497,2113,18260
934552672,-36,489,13184
934554580,-2155,-2395,15883
934556504,-1442,-3838,18143
934558428,-3252,-3942,16555
934560320,79,-887,14931
934562216,1189,760,16952
934564116,5733,2016,16004
934566012,2109,997,13723
934567904,-1236,-410,14239
934569800,93,1337,13984
934571692,220,3298,13219
934573592,2811,2338,14460
934575484,-151,161,14593
934577400,-2617,-2865,14739
934579324,-6007,-3063,14879
934581224,-973,-978,14419
934583116,-219,-833,16735
934585016,2817,995,14730
934586912,384,1458,18779
934588788,337,597,17019
934590704,2136,-1155,13016
934592604,3095,66,10571
934594496,-2232,924,16997
934596384,-942,788,16782
934598284,595,-1011,15544
934600200,-2043,-3538,13172
934602112,-488,-4166,15731
934604040,-3660,-2154,20604
934605956,-1324,560,18070
934607864,1829,2395,15032
934609776,3718,2821,15291
934611672,145,1009,15704
934613560,-942,-598,17399
934615464,-2549,-453,18635
934617380,1376,2282,11070
934619268,-1,1157,14220
934621132,30,-962,11801
934623040,-2507,-3369,18243
934624964,-1811,-3341,15320
934626880,-1120,-330,20440
934628796,4144,1620,14275
934630708,2919,2001,18340
934632624,2928,2112,15571
934634516,598,-460,17924
934636408,-971,-1461,13319
934638328,-1926,-1343,13971
934640232,-3211,-87,18268
934642132,-1691,107,16817
934644044,-1717,-1387,17138
934645960,-681,-2936,15614
934647884,-1125,-2219,14816
934649800,844,-1132,19362
934651712,-1150,1588,17016
934653632,5384,3557,11249
934655544,2867,2111,15888
934657432,1672,66,13144
934659344,-1200,-1656,17434
934661264,-3227,-501,13563
934663180,-2140,-119,15103
934665084,1813,465,11251
934666976,-1468,-738,20996
934668896,-1815,-1633,16404
934670796,-277,-983,18131
934672696,2720,640,18787
934674604,2502,1616,15788
934676516,3152,2236,16036
934678420,1142,1820,18275
934680324,1624,-493,12891
934682224,939,-2352,16054
934684136,-2120,-2482,15804
934686048,-913,-1549,18183
934687976,-4474,-1372,19136
934689892,1324,-507,16012
934691764,336,-98,16444
934693644,516,-668,17323
934695528,-116,424,20036
934697436,2784,1330,15663
934699344,2138,2219,18989
934701264,4147,2408,13611
934703152,852,-820,15956
934705052,-2831,-2897,14931
934706980,-2220,-2566,13912
934708876,-18,-570,16911
934710760,-450,492,14860
934712648,1192,474,19475
934714548,-1247,105,19182
934716436,-154,172,15627
934718324,3340,950,17127
934720228,1406,1321,16312
934722140,3184,1540,15495
934724028,1652,80,12975
934725920,2374,-710,13435
934727832,-1502,-2979,11926
934729760,-2069,-3592,17319
934731684,-4578,-2074,16543
934733564,-3,-349,14570
934735460,-232,1110,18239
934737372,2006,2455,18512
934739268,1416,984,18024
934741168,1624,538,18756
934743052,-159,349,16493
934744936,1894,632,13815
934746820,1985,-99,14567
934748712,868,-2210,15074
934750628,-2680,-3914,14008
934752556,-1967,-3865,17247
934754468,206,-670,13286
934756344,-634,747,14837
934758244,2848,1897,15443
934760148,-336,1482,19708
934762060,1213,1363,17227
934763960,2173,801,14696
934765848,4429,198,17204
934767732,-623,-751,19207
934769612,920,-944,13492
934771508,-174,-1880,15584
934773432,1199,-3315,12667
934775352,-2228,-2951,15915
934777268,-4193,-441,18459
934779180,-2008,758,20499
934781096,2966,1796,15343
934783004,1691,2315,17915
934784904,2741,1621,17740
934786788,-161,-35,20832
934788684,318,-1168,14208
934790580,489,-1461,15356
934792496,1186,-1804,12600
934794428,-1783,-2549,16755
934796344,-861,-2459,15027
934798268,1475,-1365,15304
934800180,-2820,880,18196
934802080,918,1772,13999
934803972,-620,2510,17871
934805884,3097,2599,17255
934807788,235,1577,19411
934809684,1673,161,14864
934811576,621,-1946,14147
934813468,709,-3099,8679
934815380,-2871,-2005,20364
934817296,-1806,-606,12861
934819208,1496,-506,12883
934821104,-950,-658,13902
934823004,-3029,-651,19207
934824900,-378,912,19672
934826804,3268,2372,18744
934828712,4189,3285,15367
934830616,2560,739,14850
934832512,-987,-2103,18747
934834428,-444,-3358,14532
934836344,-1857,-3751,15266
934838252,815,-2109,14599
934840156,-2082,-628,18464
934842052,-246,450,14640
934843948,-1189,743,14772
934845852,-279,1357,14308
934847752,115,1679,20252
934849660,2637,3105,15707
934851556,-144,3036,19972
934853468,2973,1517,13924
934855372,2271,-955,16788
934857288,-1658,-3136,12369
