Timestamp,AccX,AccY,AccZ,AccMagnitude,Z_score,Anomaly
849638072,-80,-399,16799,16803.92817171033,0.16644233914839038,0
849639956,241,153,20915,20916.94803263612,1.940062902061396,0
849641856,-601,-1089,17815,17858.369102468456,0.6211394182791455,0
849643776,-770,-2958,14943,15252.406793683414,-0.5026062706116075,0
849645692,2607,-3249,12740,13403.73268906837,-1.299793378123411,0
849647612,-1007,-1405,16043,16135.858297592973,-0.12164342417455641,0
849649528,-743,1027,14352,14407.868752872508,-0.8667888143368718,0
849651428,327,2675,15581,15812.34059208187,-0.2611510546657383,0
849653332,3417,3275,15320,16034.460202950395,-0.16536841257220433,0
849655240,-1522,1036,15479,15588.111527699562,-0.3578433374259989,0
849657152,-1188,151,15067,15114.517326067677,-0.5620671055800415,0
849659060,-2517,-807,17532,17730.131471593773,0.5658406580617832,0
849660972,2673,-359,16171,16394.3603412881,-0.010171912789850506,0
849662852,-312,-200,17251,17254.98029555525,0.36094548983749697,0
849664768,2653,-1021,17031,17266.609713548285,0.36596033916587156,0
849666676,412,-1887,13694,13829.53900171658,-1.1161767515406653,0
849668576,-545,-1983,12372,12541.758170208832,-1.6714948974572381,0
849670496,-1753,-1903,17959,18144.42335815608,0.7444920222420515,0
849672404,-609,867,13730,13770.819510835221,-1.1414978294815623,0
849674308,1822,2794,15372,15729.733119160031,-0.29677313225800955,0
849676212,533,2491,14669,14888.54361581414,-0.6595117162883409,0
849678112,-2066,1238,19644,19791.102445290915,1.4545746350704205,0
849680012,-580,-852,17088,17119.055114111878,0.3023316963287574,0
849681924,1588,-2076,15327,15548.261928588674,-0.37502732165091407,0
849683836,-346,-2363,15522,15704.648006243247,-0.30759035989040623,0
849685752,344,-1572,15975,16055.844574484396,-0.15614702236254502,0
849687656,-116,-1228,20964,21000.255617491897,1.9759868826262674,0
849689564,1795,-691,15615,15733.014046901502,-0.29535832729609174,0
849691476,1975,-1549,10599,10892.1451973429,-2.3828426634426214,0
849693376,1692,20,14880,14975.902777462199,-0.6218406107024411,0
849695272,-3601,843,17164,17557.925446931367,0.49158180283466557,0
849697180,1046,3034,16143,16458.910079346082,0.017663290204894686,0
849699080,-551,2831,16044,16301.168608415779,-0.050358145607758045,0
849700992,2401,1205,14585,14830.342241499351,-0.6846093714820777,0
849702884,-775,-1412,16659,16736.685753159138,0.1374459957620124,0
849704796,-628,-2026,21277,21382.464521191192,2.140803390654731,0
849706720,-2612,-2104,18892,19187.418377676557,1.1942533840121317,0
849708640,2186,-1292,13576,13811.431352325508,-1.1239851503308416,0
849710548,1898,438,17552,17659.75515119052,0.535492910365454,0
849712428,977,918,17539,17590.161284081507,0.505482572965966,0
849714320,-304,-420,18843,18850.131697152676,1.0488082822617177,0
849716208,-526,-208,12835,12847.45753057779,-1.5396709116869147,0
849718104,2585,803,15419,15654.794632955107,-0.3290881816817461,0
849720000,-777,1523,16880,16966.368438767324,0.23648999455468248,0
849721916,1200,1575,21208,21300.23213488529,2.105343058290392,0
849723812,-2906,740,17627,17880.25629010949,0.6305776333564089,0
849725704,93,-1759,17567,17655.090455729758,0.5334813956952891,0
849727604,-642,-3358,17408,17740.54091621786,0.5703294292464732,0
849729508,861,-3554,17269,17651.929016399314,0.5321181166462023,0
849731420,-2526,-2113,20146,20413.396606150578,1.7229209492632627,0
849733332,2525,333,15552,15759.162985387264,-0.28408235573142865,0
849735224,2928,674,18724,18963.53437521603,1.0977098992009793,0
849737112,3634,878,11933,12504.93218694128,-1.687375035015854,0
849739000,238,-100,12549,12551.655070149116,-1.6672271463068147,0
849740896,-4104,488,16352,16866.204789459898,0.1932973249165471,0
849742804,-1466,1304,18092,18198.077810582083,0.7676289492038327,0
849744704,-58,1682,13572,13675.952325158201,-1.1824065527437388,0
849746596,1368,978,14079,14179.074335089721,-0.9654497733841059,0
849748488,328,-2224,15199,15364.353582237034,-0.4543324638116367,0
849750400,-2431,-2605,19992,20307.039419866207,1.6770574963780462,0
849752328,-3254,-2144,17007,17447.73054010177,0.4440634442344555,0
849754240,3883,-773,15447,15946.317035604177,-0.20337759788412382,0
849756132,2126,910,15116,15291.874705215185,-0.4855868780886103,0
849758036,2569,1647,17195,17463.68789803574,0.4509445921788961,0
849759948,1369,1399,17072,17183.845495115464,0.33027066961663804,0
849761836,1965,83,16139,16258.395831077554,-0.06880266568914156,0
849763732,-1153,655,13700,13764.026809041023,-1.1444269851840136,0
849765632,1411,449,14159,14236.214489814349,-0.9408097383698283,0
849767528,-1779,260,22728,22799.000526338867,2.751643472100642,0
849769428,1136,-353,15352,15398.019645395962,-0.43981495018174593,0
849771348,-2478,-2782,19303,19659.242533729524,1.3977138713306287,0
849773268,1443,-3115,15794,16162.79400351313,-0.11002818196519455,0
849775180,-515,-2643,17576,17781.069990301483,0.5878064173528134,0
849777100,2074,-1423,16452,16643.15802364443,0.09711487413389794,0
849778996,667,813,17428,17459.697649157617,0.4492239130427185,0
849780904,2465,2433,12971,13425.444312945476,-1.2904308698290798,0
849782812,2934,2390,15179,15643.608822774879,-0.3339117380027284,0
849784692,257,557,11329,11345.595577139175,-2.187305334409068,0
849786588,-4316,-228,18707,19199.78356648845,1.1995855131733417,0
849788488,-900,-584,16238,16273.404683716311,-0.062330533152480536,0
849790364,1599,-7,14290,14379.184608314896,-0.8791580200147405,0
849792268,-373,-1177,14007,14061.312420965549,-1.0162311844837386,0
849794172,271,-1961,16849,16964.89796609458,0.23585589584916544,0
849796080,-1559,-1522,18016,18147.26483523068,0.7457173268452292,0
849797984,583,-611,18804,18822.954762735844,1.037089017257298,0
849799864,3264,82,14316,14683.605687977324,-0.7478852557368821,0
849801760,5493,841,13147,14273.189517413408,-0.9248653297646129,0
849803648,696,1944,19316,19426.049727106125,1.2971562346219252,0
849805548,-310,3049,15158,15464.716777231972,-0.4110537458813513,0
849807452,-988,1082,16280,16345.80276401254,-0.031110960120826026,0
849809344,133,-189,13343,13345.00127388529,-1.3251195980736952,0
849811248,-1688,-1720,18792,18945.89686449285,1.090104234080221,0
849813164,-2602,-434,20963,21128.325276746382,2.0312132099525564,0
849815092,-3773,-2178,20644,21098.671735443444,2.01842598003477,0
849817020,3087,-2271,14500,14997.900186359422,-0.6123548659041802,0
849818940,2066,-1500,19805,19968.8853219202,1.531238346014075,0
849820836,-232,-68,18915,18916.54495408715,1.077447073741439,0
849822700,556,79,17311,17320.106754867305,0.38902938715171426,0
849824580,-483,840,13784,13818.015233744678,-1.121146042360623,0
849826484,2866,2256,14407,14861.532256130255,-0.6711595819898197,0
849828404,1385,3185,15071,15466.010830204406,-0.4104957230565133,0
849830312,1106,1178,17149,17224.956342470072,0.347998530578267,0
849832228,-3469,-1198,14965,15408.451901472776,-0.43531634221945736,0
849834152,-379,-2712,16204,16433.751884460224,0.006814548092259322,0
849836072,-3020,-2840,18499,18957.821631189592,1.095246443973786,0
849837980,260,-1622,14139,14234.107102308877,-0.9417184881303726,0
849839896,1017,-1237,22168,22225.76617352032,2.504452777694839,0
849841804,2123,278,14675,14830.37551783501,-0.6845950220271328,0
849843696,1500,554,22100,22157.77326357502,2.475132806654357,0
849845584,2635,593,14998,15239.25450932558,-0.5082778119061064,0
849847484,1394,864,17415,17492.054110366797,0.463176698802129,0
849849388,1779,2481,10479,10914.652674272324,-2.3731369665942887,0
849851292,-2387,2036,16315,16613.918562458406,0.08450620426077012,0
849853196,500,1842,15804,15918.837269097263,-0.21522745044713604,0
849855092,466,-1342,12840,12918.348191622643,-1.509101369501591,0
849857008,-2123,-3689,17956,18453.557543194755,0.8777971765625401,0
849858924,-919,-2527,16047,16270.725214322809,-0.06348597664040538,0
849860828,-475,-946,17608,17639.7903899111,0.5268836859181754,0
849862724,1632,-398,16988,17070.85153119199,0.2815452988000206,0
849864624,4872,454,13228,14103.988230284369,-0.9978284790492513,0
849866520,2165,841,13876,14069.039839306732,-1.012898959371393,0
849868412,-1877,-443,17456,17562.212673806225,0.49343054512141193,0
849870320,1295,361,16769,16822.803184962962,0.17458164135506388,0
849872212,-316,2238,17343,17489.658344290205,0.46214359414398226,0
849874124,3163,2755,10539,11343.064621168302,-2.1883967357894534,0
849876024,-1529,533,16104,16185.20145070799,-0.10036562003965027,0
849877932,-4420,-3318,18811,19606.102238843905,1.3747986599007522,0
849879860,-4860,-4638,17076,18349.943324163156,0.8331165487760137,0
849881788,-1025,-3345,15936,16315.506305352586,-0.044175429508202815,0
849883712,1201,-1303,18915,18997.82711259369,1.1124976479180269,0
849885636,1598,1296,18933,19044.46662419297,1.1326095850381361,0
849887540,-196,2104,20611,20719.038418806987,1.8547201192510765,0
849889460,2623,1155,11384,11739.233791010383,-2.0175602677481996,0
849891360,3626,144,13663,14136.696254783152,-0.9837240918143582,0
849893248,358,1240,15179,15233.771857291285,-0.5106420466329312,0
849895144,-170,2602,14667,14896.986037450662,-0.655871166735549,0
849897048,-292,2074,16011,16147.410349650498,-0.11666193666273697,0
849898932,915,225,14243,14274.133914181974,-0.9244580860398283,0
849900840,-1800,-2094,16347,16578.57789437924,0.06926656581220089,0
849902776,-2202,-3980,18531,19081.068235295425,1.1483929686059573,0
849904704,-4209,-2235,19555,20127.318027993693,1.5995578569406892,0
849906608,391,301,17935,17941.786616722427,0.657110802709716,0
849908500,963,1517,18288,18376.060568032528,0.8443788529563065,0
849910408,6128,2150,16316,17560.943596515535,0.4928832923351862,0
849912304,2815,155,17348,17575.58971983586,0.4991990083701784,0
849914196,-937,-838,17275,17320.676603412467,0.3892751178147353,0
849916092,154,-288,14552,14555.664326989683,-0.8030562581554503,0
849917996,1479,1189,13947,14075.50961777228,-1.0101090549916447,0
849919876,378,608,16328,16343.687833533777,-0.03202296256990283,0
849921776,-364,-2152,15748,15898.525214622896,-0.223986435015384,0
849923696,-2639,-4262,18579,19243.393827493113,1.218391173804035,0
849925620,-1430,-4646,15858,16586.331119328348,0.07260991927598263,0
849927532,-272,-2148,20628,20741.317990908872,1.8643275387503617,0
849929460,1902,1084,16659,16802.230238870077,0.16571015484057167,0
849931372,3326,3015,18452,18990.229198195582,1.1092212676263193,0
849933280,3389,2334,15247,15792.52627035966,-0.2696954064157866,0
849935172,71,1493,15396,15468.384078500249,-0.4094723285384385,0
849937028,806,-40,9716,9749.455984822947,-2.8755942554293594,0
849938920,2309,1109,15732,15939.171433923408,-0.2064589314307472,0
849940820,-2294,832,13552,13769.944226466569,-1.1418752704877162,0
849942696,-572,-3,18051,18060.06074186906,0.7081130899618363,0
849944600,-2396,-1190,14261,14509.756614085572,-0.8228526283058999,0
849946524,-1471,-1579,16596,16735.719225656245,0.13702920879970343,0
849948452,-4054,-2888,13022,13940.87314338668,-1.0681671309462457,0
849950368,809,-1022,17227,17276.240736919593,0.3701134387546986,0
849952256,14,1240,18816,18856.819774288557,1.051692321613737,0
849954164,4525,2889,17511,18315.487080610223,0.8182582927615472,0
849956080,3996,2110,16571,17176.092599890115,0.3269274583366678,0
849957976,2848,122,14075,14360.766448905157,-0.887100317247599,0
849959872,-443,-1914,17512,17621.85543579336,0.5191497569575297,0
849961792,-1778,-1276,18071,18203.03548862112,0.7697668041161989,0
849963704,-123,-1083,14520,14560.852241541359,-0.8008191204224424,0
849965612,1160,-740,14231,14297.362029409482,-0.9144416348194959,0
849967516,-279,-1665,20316,20386.02271165222,1.711116750934307,0
849969424,-368,-2450,17716,17888.392325751356,0.6340860628323023,0
849971336,-298,-1772,16603,16699.952005919058,0.12160563231597032,0
849973236,1621,-309,15669,15755.655587756417,-0.2855948192669152,0
849975136,832,1686,16742,16847.236687362114,0.1851178808444023,0
849977032,717,2371,19560,19716.21997239836,1.4222837397636046,0
849978936,1636,2465,18967,19196.34887159535,1.1981044005855783,0
849980836,964,1164,15132,15207.28825267674,-0.5220623332623864,0
849982728,2171,307,11620,11825.05348825112,-1.9805530115530208,0
849984632,-2681,-1041,15923,16180.64804017441,-0.1023291463115421,0
849986540,-2236,-442,17020,17171.9381550249,0.3251359744417246,0
849988464,-2880,-1032,16049,16337.987177128032,-0.03448120536113863,0
849990360,655,115,14104,14119.669472052099,-0.9910663981958425,0
849992248,401,-487,18443,18453.78603430743,0.8778957067300545,0
849994128,362,-584,14685,14701.065437579686,-0.7403562449455044,0
849996004,-17,175,18892,18892.818159290055,1.0672155814153428,0
849997888,581,903,17304,17337.283120489206,0.39643619681789916,0
849999792,4756,2136,17668,18421.19040670282,0.8638397873969581,0
850001704,4588,2010,11928,12937.04092905329,-1.5010406684582784,0
850003592,-623,-211,15206,15220.219643618813,-0.5164860458488935,0
850005508,-1924,-2396,14805,15120.536266945031,-0.5594716118387029,0
850007420,-412,-2322,16404,16572.647465025013,0.06670924009892529,0
850009352,-3023,-2143,16541,16950.97811337151,0.22985336295188954,0
850011264,-563,-1405,16968,17035.3754874966,0.2662472835420094,0
850013188,-1759,-1069,19363,19472.09826906181,1.317013333217696,0
850015076,393,-17,15569,15573.968633588549,-0.3639420504550064,0
850016956,203,552,16964,16974.192440290055,0.23986386836375645,0
850018844,2059,947,17063,17212.851565037097,0.3427786962738986,0
850020724,832,844,16276,16319.091151164026,-0.04262956869035332,0
850022640,4019,2279,13668,14427.76580070525,-0.8582087893502011,0
850024548,-1023,1381,18372,18452.21054508104,0.8772163226806069,0
850026452,2734,430,12423,12727.55219985367,-1.5913766090494645,0
850028332,132,-862,13920,13947.288912186483,-1.0654005166689042,0
850030240,-1095,-1765,13847,14001.91626171218,-1.041844056040872,0
850032168,-3670,-1800,17548,18017.802418719104,0.6898904133331575,0
850034088,-2144,-759,18611,18749.457005470853,1.0053952404166884,0
850035980,-117,759,20220,20234.57857233503,1.6458108567961818,0
850037888,3473,1871,14707,15226.89131109827,-0.5136090826854286,0
850039780,3349,771,19403,19704.99051002055,1.4174413596980584,0
850041660,-939,625,17280,17316.77643211923,0.38759328202534754,0
850043540,471,121,14238,14246.302186883444,-0.9364597114895405,0
850045428,2561,466,13734,13978.506107592471,-1.051939006255465,0
850047324,3873,415,18315,18724.624936163607,0.9946871305042071,0
850049212,178,-612,16803,16815.08361561131,0.17125280089188163,0
850051116,-1627,-2127,15174,15408.489023911463,-0.43530033424409437,0
850053032,-2892,-3280,17854,18381.713195455966,0.8468163846414659,0
850054940,-85,-1981,13084,13233.391175356375,-1.3732482170624378,0
850056844,-3347,-677,17660,17987.115888880016,0.6766577370594284,0
850058764,2062,1474,17986,18163.71977321826,0.7528130417610491,0
850060672,-139,2077,21744,21843.415163385052,2.3395749903860694,0
850062588,2879,1190,14896,15218.263928582655,-0.5173293912546089,0
850064488,2205,826,17102,17263.334121773813,0.3645478351850117,0
